Date,GBP_EUR,GBP_USD,GBP_HKD,GBP_JPY
2022-03-11,1.1948,1.3037,10.2083,152.949
2022-03-14,1.1884,1.3002,10.1795,153.662
2022-03-15,1.1905,1.3042,10.2094,154.279
2022-03-16,1.1914,1.3149,10.2814,156.118
2022-03-17,1.1855,1.3149,10.2816,155.944
2022-03-18,1.1925,1.3178,10.3118,157.034
2022-03-21,1.1955,1.3169,10.3039,157.324
2022-03-22,1.2025,1.3262,10.3801,160.202
2022-03-23,1.2,1.3205,10.3328,159.984
2022-03-24,1.1991,1.3187,10.3167,161.359
2022-03-25,1.2003,1.3182,10.3192,160.93
2022-03-28,1.1918,1.3088,10.2533,162.171
2022-03-29,1.1812,1.3093,10.2486,160.895
2022-03-30,1.1771,1.3134,10.281,160.009
2022-03-31,1.1873,1.3138,10.2947,159.884
2022-04-01,1.1875,1.3114,10.2738,160.639
2022-04-04,1.1954,1.3116,10.2755,161.043
2022-04-05,1.1989,1.3074,10.2421,161.608
2022-04-06,1.1995,1.3069,10.2429,161.783
2022-04-07,1.202,1.3075,10.2478,162.074
2022-04-08,1.1982,1.3025,10.2188,161.845
2022-04-11,1.1972,1.303,10.212,163.366
2022-04-12,1.2007,1.3001,10.1898,163.002
2022-04-13,1.2043,1.3117,10.2829,164.788
2022-04-14,1.2074,1.3071,10.282,164.559
2022-04-15,1.2079,1.306,,165.154
2022-04-18,1.2076,1.3019,10.2044,165.284
2022-04-19,1.2049,1.2998,10.1944,167.557
2022-04-20,1.2039,1.3068,10.2502,167.118
2022-04-21,1.2025,1.303,10.2197,167.278
2022-04-22,1.189,1.2839,10.0744,164.992
2022-04-25,1.1893,1.2741,9.9977,163.247
2022-04-26,1.1821,1.2574,9.8651,159.977
2022-04-27,1.188,1.2545,9.8442,161.072
2022-04-28,1.1865,1.2457,9.7781,162.979
2022-04-29,1.1925,1.2574,9.8664,162.995
2022-05-02,1.1888,1.2492,9.8039,162.609
2022-05-03,1.1879,1.2499,9.808,162.649
2022-05-04,1.1894,1.2631,9.9177,163.022
2022-05-05,1.1727,1.2362,9.7014,160.923
2022-05-06,1.1699,1.2348,9.6848,161.207
2022-05-09,1.1678,1.2332,9.6791,160.676
2022-05-10,1.1696,1.2316,9.6683,160.648
2022-05-11,1.1651,1.2251,9.6139,159.222
2022-05-12,1.1755,1.2202,9.5761,156.569
2022-05-13,1.1778,1.2262,9.6261,158.454
2022-05-16,1.181,1.2319,9.673,159.123
2022-05-17,1.1841,1.2493,9.8081,161.638
2022-05-18,1.1797,1.2341,9.6882,158.274
2022-05-19,1.1782,1.2467,9.7878,159.302
2022-05-20,1.1825,1.248,9.8042,159.559
2022-05-23,1.1775,1.2588,9.8802,161.005
2022-05-24,1.1674,1.2532,9.8374,158.956
2022-05-25,1.1776,1.2574,9.8723,160.129
2022-05-26,1.175,1.26,9.8969,160.233
2022-05-27,1.1769,1.2631,9.913,160.447
2022-05-30,1.1736,1.2652,9.9312,161.399
2022-05-31,1.174,1.2602,9.8885,162.142
2022-06-01,1.1719,1.2487,9.7989,162.487
2022-06-02,1.1703,1.2578,9.8652,163.303
2022-06-03,1.1652,1.2488,9.797,163.427
2022-06-06,1.1716,1.2532,9.8318,165.278
2022-06-07,1.1761,1.2592,9.8792,166.965
2022-06-08,1.1703,1.2537,9.8382,168.314
2022-06-09,1.1767,1.2493,9.8067,167.867
2022-06-10,1.1707,1.2315,9.6672,165.56
2022-06-13,1.1658,1.2134,9.5248,163.106
2022-06-14,1.1517,1.1997,9.4181,162.525
2022-06-15,1.1656,1.218,9.5557,162.973
2022-06-16,1.1705,1.2352,9.6946,163.271
2022-06-17,1.1644,1.2241,9.5943,165.306
2022-06-20,1.1653,1.2253,9.6154,165.477
2022-06-21,1.1656,1.2277,9.6394,167.754
2022-06-22,1.1604,1.2266,9.6269,167.116
2022-06-23,1.1654,1.226,9.6256,165.477
2022-06-24,1.1627,1.2268,9.635,165.819
2022-06-27,1.1589,1.2265,9.6257,166.158
2022-06-28,1.1583,1.2184,9.5617,165.884
2022-06-29,1.161,1.2124,9.5113,165.594
2022-06-30,1.1617,1.2178,9.556,165.287
2022-07-01,1.1603,1.2095,9.4944,163.583
2022-07-04,1.1621,1.2118,9.4969,164.298
2022-07-05,1.164,1.1947,9.3823,162.333
2022-07-06,1.1711,1.1926,9.3577,162.126
2022-07-07,1.1835,1.2023,9.4373,163.525
2022-07-08,1.1816,1.2033,9.4452,163.764
2022-07-11,1.1844,1.1892,9.335,163.413
2022-07-12,1.1845,1.1889,9.3328,162.717
2022-07-13,1.1823,1.1889,9.3337,163.399
2022-07-14,1.1803,1.1824,9.2825,164.303
2022-07-15,1.1764,1.1855,9.3164,164.32
2022-07-18,1.1782,1.1953,9.3827,165.09
2022-07-19,1.173,1.1995,9.4177,165.773
2022-07-20,1.1764,1.1973,9.4019,165.508
2022-07-21,1.172,1.1995,9.4212,164.798
2022-07-22,1.1749,1.1999,9.421,163.436
2022-07-25,1.1787,1.2043,9.4564,164.613
2022-07-26,1.1888,1.2028,9.4431,164.767
2022-07-27,1.192,1.2158,9.5427,166.055
2022-07-28,1.1945,1.218,9.5596,163.53
2022-07-29,1.1914,1.2171,9.5617,162.195
2022-08-01,1.1938,1.225,9.6174,161.225
2022-08-02,1.1968,1.217,9.5499,162.056
2022-08-03,1.1948,1.2149,9.5354,162.585
2022-08-04,1.1869,1.216,9.5454,161.599
2022-08-05,1.1856,1.2073,9.4748,163.007
2022-08-08,1.185,1.2082,9.482,163.067
2022-08-09,1.1828,1.208,9.4789,163.21
2022-08-10,1.1862,1.2219,9.5862,162.424
2022-08-11,1.1822,1.2205,9.5695,162.38
2022-08-12,1.1829,1.2138,9.5109,161.828
2022-08-15,1.186,1.2055,9.4478,160.707
2022-08-16,1.1893,1.2096,9.4862,162.354
2022-08-17,1.1834,1.2048,9.4507,162.709
2022-08-18,1.1828,1.193,9.3594,162.119
2022-08-19,1.1782,1.1829,9.2813,162.046
2022-08-22,1.1834,1.1767,9.2329,161.795
2022-08-23,1.1871,1.1836,9.2859,161.848
2022-08-24,1.1837,1.1799,9.2544,161.775
2022-08-25,1.1862,1.1832,9.2863,161.515
2022-08-26,1.1782,1.1744,9.2121,161.667
2022-08-29,1.1713,1.1709,9.1878,162.417
2022-08-30,1.1638,1.1656,9.1468,161.771
2022-08-31,1.1561,1.1622,9.1232,161.507
2022-09-01,1.1608,1.1545,9.0612,161.88
2022-09-02,1.1561,1.1509,9.0358,161.367
2022-09-05,1.16,1.1517,9.0403,161.935
2022-09-06,1.1632,1.152,9.0436,164.501
2022-09-07,1.1529,1.1533,9.0559,165.798
2022-09-08,1.1504,1.1504,9.0292,165.78
2022-09-09,1.1541,1.1589,9.0965,165.138
2022-09-12,1.1542,1.1683,9.1686,166.883
2022-09-13,1.1529,1.1493,9.0217,166.153
2022-09-14,1.1563,1.1539,9.058,165.184
2022-09-15,1.1467,1.1467,9.0016,164.579
2022-09-16,1.1403,1.142,8.9645,163.179
2022-09-19,1.1405,1.1431,8.9748,163.73
2022-09-20,1.1414,1.1381,8.9335,163.585
2022-09-21,1.1456,1.127,8.8473,162.407
2022-09-22,1.144,1.1261,8.835,160.331
2022-09-23,1.1204,1.0859,8.5206,155.612
2022-09-26,1.1125,1.0689,8.3907,154.732
2022-09-27,1.1187,1.0733,8.4254,155.426
2022-09-28,1.1186,1.0889,8.5478,156.959
2022-09-29,1.1323,1.1117,8.7283,160.568
2022-09-30,1.139,1.117,8.7687,161.607
2022-10-03,1.1525,1.1323,8.8899,163.691
2022-10-04,1.149,1.1476,9.0077,165.396
2022-10-05,1.146,1.1326,8.8917,163.883
2022-10-06,1.14,1.1162,8.7617,162.001
2022-10-07,1.1385,1.1086,8.7048,161.033
2022-10-10,1.1394,1.1055,8.6788,161.09
2022-10-11,1.1301,1.0968,8.6103,159.981
2022-10-12,1.1439,1.11,8.7131,163.063
2022-10-13,1.1583,1.1326,8.8934,166.629
2022-10-14,1.1499,1.1172,8.7767,166.353
2022-10-17,1.1542,1.1358,8.9184,169.292
2022-10-18,1.1485,1.132,8.889,168.983
2022-10-19,1.148,1.1219,8.8073,168.181
2022-10-20,1.1481,1.1235,8.8209,168.724
2022-10-21,1.1458,1.1303,8.871,166.848
2022-10-24,1.1422,1.1278,8.8535,167.965
2022-10-25,1.1509,1.1472,9.0056,169.688
2022-10-26,1.1533,1.1625,9.1286,170.204
2022-10-27,1.1604,1.1565,9.0766,169.163
2022-10-28,1.1655,1.1615,9.1174,171.373
2022-10-31,1.1601,1.1469,8.9997,170.542
2022-11-01,1.1628,1.1484,9.014,170.228
2022-11-02,1.1603,1.1392,8.9418,168.495
2022-11-03,1.1446,1.116,8.7589,165.444
2022-11-04,1.1421,1.1379,8.9324,166.844
2022-11-07,1.149,1.1514,9.0396,168.799
2022-11-08,1.1461,1.1544,9.0624,168.188
2022-11-09,1.1346,1.1358,8.9158,166.281
2022-11-10,1.1473,1.1716,9.1884,165.142
2022-11-11,1.1439,1.183,9.2771,164.329
2022-11-14,1.1384,1.1756,9.2127,164.466
2022-11-15,1.1466,1.1865,9.278,165.254
2022-11-16,1.1461,1.1914,9.3231,166.224
2022-11-17,1.1445,1.1864,9.2854,166.346
2022-11-18,1.1516,1.189,9.3001,166.906
2022-11-21,1.154,1.1823,9.2255,168.043
2022-11-22,1.1535,1.1886,9.2916,167.855
2022-11-23,1.1597,1.2055,9.4248,168.285
2022-11-24,1.1635,1.2113,9.4598,167.86
2022-11-25,1.1633,1.2092,9.4478,168.364
2022-11-28,1.1566,1.1959,9.3453,166.165
2022-11-29,1.1575,1.1952,9.3351,165.738
2022-11-30,1.1587,1.2058,9.4178,166.493
2022-12-01,1.1644,1.2247,9.5351,165.721
2022-12-02,1.1664,1.228,9.5751,164.996
2022-12-05,1.1619,1.219,9.4703,166.736
2022-12-06,1.1592,1.2133,9.4344,166.241
2022-12-07,1.1616,1.2203,9.5107,166.738
2022-12-08,1.1587,1.2234,9.5291,167.207
2022-12-09,1.1641,1.2259,9.5474,167.448
2022-12-12,1.1644,1.2269,9.5443,168.931
2022-12-13,1.1628,1.2366,9.6135,167.675
2022-12-14,1.1632,1.2426,9.6597,168.349
2022-12-15,1.146,1.2178,9.4701,167.787
2022-12-16,1.1471,1.2148,9.4502,166.139
2022-12-19,1.1454,1.2149,9.4508,166.326
2022-12-20,1.1464,1.2183,9.4881,160.495
2022-12-21,1.1391,1.2082,9.4215,160.032
2022-12-22,1.1361,1.2038,9.3862,159.32
2022-12-23,1.1348,1.2053,9.4063,160.077
2022-12-26,1.1343,1.2062,9.4173,160.226
2022-12-27,1.1301,1.2025,9.3856,160.552
2022-12-28,1.1324,1.2018,9.3691,161.604
2022-12-29,1.1307,1.2055,9.3987,160.369
2022-12-30,1.1295,1.2083,9.4385,158.466
2023-01-02,1.1293,1.2046,9.4035,157.578
2023-01-03,1.1346,1.1968,9.3503,156.798
2023-01-04,1.1369,1.2055,9.4235,159.887
2023-01-05,1.1318,1.1908,9.3089,158.876
2023-01-06,1.1362,1.2093,9.4403,159.742
2023-01-09,1.1353,1.2184,9.5086,160.689
2023-01-10,1.1319,1.2154,9.489,160.704
2023-01-11,1.1289,1.2146,9.4922,160.9
2023-01-12,1.1255,1.221,9.5352,157.85
2023-01-13,1.1291,1.2227,9.5542,156.365
2023-01-16,1.1268,1.2194,9.5263,156.779
2023-01-17,1.1385,1.2286,9.6063,157.426
2023-01-18,1.1435,1.2348,9.6611,159.169
2023-01-19,1.1438,1.2391,9.7035,159.125
2023-01-20,1.1419,1.2397,9.7078,160.665
2023-01-23,1.1389,1.2379,9.6949,161.739
2023-01-24,1.1328,1.2334,9.6622,160.555
2023-01-25,1.1363,1.2403,9.7129,160.716
2023-01-26,1.1393,1.2408,9.716,161.594
2023-01-27,1.1399,1.2382,9.7052,160.903
2023-01-30,1.1382,1.2352,9.6773,161.081
2023-01-31,1.1344,1.232,9.6582,160.285
2023-02-01,1.126,1.2376,9.7035,159.619
2023-02-02,1.1205,1.2225,9.5897,157.32
2023-02-03,1.1165,1.2056,9.4578,158.158
2023-02-06,1.1207,1.2019,9.4316,159.427
2023-02-07,1.1229,1.2048,9.4565,157.904
2023-02-08,1.1267,1.2072,9.476,158.629
2023-02-09,1.1286,1.2121,9.5136,159.495
2023-02-10,1.1298,1.2062,9.465,158.509
2023-02-13,1.1318,1.2139,9.5294,160.74
2023-02-14,1.1337,1.2173,9.5577,162.087
2023-02-15,1.1256,1.203,9.4439,161.399
2023-02-16,1.1234,1.1993,9.4097,160.624
2023-02-17,1.1258,1.2037,9.4469,161.491
2023-02-20,1.1269,1.2041,9.4331,161.63
2023-02-21,1.1373,1.2112,9.5016,163.531
2023-02-22,1.1359,1.2046,9.4523,162.441
2023-02-23,1.1341,1.2013,9.4282,161.822
2023-02-24,1.1328,1.1944,9.3721,163.005
2023-02-27,1.137,1.2064,9.4622,164.298
2023-02-28,1.1369,1.2022,9.4365,163.708
2023-03-01,1.1278,1.2029,9.441,163.826
2023-03-02,1.1273,1.1946,9.3785,163.386
2023-03-03,1.1327,1.2036,9.4551,163.653
2023-03-06,1.1257,1.2025,9.4407,163.453
2023-03-07,1.1211,1.183,9.2844,162.261
2023-03-08,1.1233,1.1845,9.2979,162.691
2023-03-09,1.1269,1.1925,9.3605,162.359
2023-03-10,1.1311,1.203,9.4418,162.418
2023-03-13,1.1353,1.2183,9.5576,162.294
2023-03-14,1.1328,1.2158,9.542,163.185
2023-03-15,1.14,1.2057,9.4639,160.863
2023-03-16,1.1414,1.2109,9.5058,161.964
2023-03-17,1.1417,1.2173,9.5615,160.555
2023-03-20,1.1451,1.2278,9.6279,161.241
2023-03-21,1.1344,1.2217,9.5861,161.874
2023-03-22,1.1301,1.2268,9.6285,161.248
2023-03-23,1.1342,1.2287,9.6443,160.779
2023-03-24,1.1366,1.2233,9.6016,159.893
2023-03-27,1.1379,1.2287,9.6463,161.663
2023-03-28,1.1379,1.2342,9.6868,161.533
2023-03-29,1.1356,1.2314,9.6667,163.607
2023-03-30,1.1359,1.2386,9.7241,164.367
2023-03-31,1.1374,1.2337,9.6808,163.823
2023-04-03,1.1391,1.2414,9.7483,164.452
2023-04-04,1.1413,1.2501,9.8131,164.658
2023-04-05,1.1427,1.2462,9.7831,163.561
2023-04-06,1.139,1.244,9.7647,163.897
2023-04-07,1.1384,1.2418,9.7483,164.102
2023-04-10,1.1401,1.2382,9.7201,165.447
2023-04-11,1.1385,1.2424,9.7535,166.107
2023-04-12,1.1358,1.2485,9.7999,166.223
2023-04-13,1.1336,1.2523,9.83,166.023
2023-04-14,1.1294,1.2413,9.7457,166.086
2023-04-17,1.1327,1.2376,9.7156,166.437
2023-04-18,1.1323,1.2425,9.7533,166.629
2023-04-19,1.1355,1.2439,9.7647,167.583
2023-04-20,1.1343,1.2443,9.7679,167.036
2023-04-21,1.1322,1.2432,9.764,166.848
2023-04-24,1.1303,1.2486,9.8,167.605
2023-04-25,1.1308,1.2409,9.7421,165.948
2023-04-26,1.1293,1.2469,9.7873,166.674
2023-04-27,1.1332,1.2498,9.811,167.459
2023-04-28,1.1404,1.2567,9.8646,171.106
2023-05-01,1.1385,1.2496,9.8087,171.814
2023-05-02,1.1335,1.2467,9.7865,170.256
2023-05-03,1.1358,1.2564,9.8638,169.286
2023-05-04,1.1417,1.2574,9.8658,168.861
2023-05-05,1.1463,1.2636,9.9121,170.305
2023-05-08,1.1467,1.2618,9.9043,170.502
2023-05-09,1.1513,1.2621,9.8961,170.676
2023-05-10,1.1495,1.2625,9.8871,169.645
2023-05-11,1.1462,1.2511,9.8046,168.327
2023-05-12,1.1478,1.2458,9.7614,169.021
2023-05-15,1.1521,1.2529,9.82,170.531
2023-05-16,1.1493,1.2488,9.7862,170.294
2023-05-17,1.1521,1.2487,9.7773,171.936
2023-05-18,1.1521,1.2409,9.712,172.124
2023-05-19,1.1518,1.2445,9.7286,171.636
2023-05-22,1.1501,1.2437,9.7359,172.375
2023-05-23,1.1526,1.2413,9.7302,172.035
2023-05-24,1.1503,1.2365,9.6814,172.453
2023-05-25,1.1488,1.2321,9.6539,172.569
2023-05-26,1.1512,1.2344,9.6728,173.568
2023-05-29,1.1537,1.2355,9.6716,173.528
2023-05-30,1.1564,1.2414,9.7246,173.531
2023-05-31,1.1639,1.2441,9.7415,173.359
2023-06-01,1.1639,1.2526,9.8074,173.861
2023-06-02,1.1629,1.2453,9.7593,174.237
2023-06-05,1.1607,1.2438,9.7461,173.611
2023-06-06,1.1619,1.2424,9.7446,173.489
2023-06-07,1.1626,1.2438,9.7537,174.286
2023-06-08,1.1648,1.256,9.8433,174.493
2023-06-09,1.1696,1.2572,9.8616,175.31
2023-06-12,1.1628,1.2509,9.804,174.653
2023-06-13,1.1685,1.2612,9.8797,176.841
2023-06-14,1.1691,1.2664,9.9165,177.41
2023-06-15,1.1679,1.2784,9.9995,179.33
2023-06-16,1.1719,1.2817,10.0289,181.762
2023-06-19,1.1713,1.2792,9.9993,181.626
2023-06-20,1.1691,1.2765,9.9893,180.564
2023-06-21,1.1622,1.277,9.9959,181.154
2023-06-22,1.1635,1.2748,9.9823,182.433
2023-06-23,1.1675,1.2714,9.9569,182.728
2023-06-26,1.1656,1.2713,9.9539,182.431
2023-06-27,1.1631,1.2749,9.9873,183.676
2023-06-28,1.1577,1.2636,9.897,182.564
2023-06-29,1.1607,1.2613,9.8855,182.612
2023-06-30,1.1637,1.2703,9.9499,183.19
2023-07-03,1.1629,1.2693,9.9434,183.633
2023-07-04,1.1686,1.2713,9.9569,183.689
2023-07-05,1.1703,1.2704,9.9376,183.779
2023-07-06,1.1699,1.274,9.965,183.537
2023-07-07,1.1704,1.2839,10.0499,182.525
2023-07-10,1.169,1.2861,10.0676,181.749
2023-07-11,1.1746,1.2933,10.1217,181.518
2023-07-12,1.1669,1.2988,10.1642,179.882
2023-07-13,1.1701,1.3136,10.274,181.341
2023-07-14,1.1663,1.3093,10.232,181.654
2023-07-17,1.1634,1.3073,10.2157,181.345
2023-07-18,1.161,1.3036,10.1851,180.981
2023-07-19,1.1552,1.294,10.1046,180.704
2023-07-20,1.1561,1.2868,10.0545,180.239
2023-07-21,1.1556,1.2854,10.0478,182.276
2023-07-24,1.1592,1.2829,10.0202,181.487
2023-07-25,1.1669,1.2902,10.079,181.806
2023-07-26,1.1675,1.2941,10.0959,181.49
2023-07-27,1.1657,1.2796,9.9836,178.453
2023-07-28,1.1666,1.2851,10.0187,181.413
2023-07-31,1.1671,1.2835,10.0088,182.618
2023-08-01,1.1631,1.2777,9.9575,183.138
2023-08-02,1.1621,1.2711,9.9157,182.173
2023-08-03,1.1607,1.2709,9.9202,181.15
2023-08-04,1.1581,1.2749,9.9579,180.747
2023-08-07,1.1619,1.2784,9.9807,182.151
2023-08-08,1.1635,1.2748,9.9617,182.792
2023-08-09,1.1589,1.2719,9.9476,182.81
2023-08-10,1.1543,1.2676,9.911,183.48
2023-08-11,1.1593,1.2696,9.9235,184.031
2023-08-14,1.163,1.2683,9.9193,184.618
2023-08-15,1.165,1.2705,9.9387,184.951
2023-08-16,1.1702,1.2732,9.9701,186.324
2023-08-17,1.1725,1.2747,9.9799,185.892
2023-08-18,1.1712,1.2734,9.975,185.153
2023-08-21,1.1708,1.2756,9.9986,186.532
2023-08-22,1.1739,1.2732,9.9781,185.752
2023-08-23,1.1714,1.2727,9.9808,184.347
2023-08-24,1.1657,1.2602,9.8826,183.75
2023-08-25,1.1655,1.2578,9.8652,184.199
2023-08-28,1.1648,1.2602,9.8876,184.667
2023-08-29,1.1621,1.2644,9.922,184.447
2023-08-30,1.1646,1.2721,9.9833,186.046
2023-08-31,1.1688,1.2673,9.9375,184.446
2023-09-01,1.1683,1.259,9.8767,184.098
2023-09-04,1.1697,1.2625,9.8932,184.964
2023-09-05,1.1718,1.2564,9.853,185.62
2023-09-06,1.166,1.2507,9.8088,184.672
2023-09-07,1.166,1.2472,9.7768,183.71
2023-09-08,1.1651,1.2468,9.7734,184.28
2023-09-11,1.1636,1.2509,9.797,183.367
2023-09-12,1.1616,1.249,9.7779,183.734
2023-09-13,1.1641,1.249,9.775,184.197
2023-09-14,1.1659,1.2409,9.7148,183.004
2023-09-15,1.1616,1.2383,9.6928,183.072
2023-09-18,1.1583,1.2383,9.6842,182.78
2023-09-19,1.1604,1.2392,9.6913,183.23
2023-09-20,1.1579,1.2344,9.658,183.118
2023-09-21,1.1534,1.2298,9.6159,181.482
2023-09-22,1.1499,1.2241,9.5721,181.646
2023-09-25,1.1528,1.2211,9.5446,181.81
2023-09-26,1.1499,1.2158,9.5089,181.227
2023-09-27,1.1554,1.2135,9.4904,181.592
2023-09-28,1.1548,1.2203,9.5555,182.208
2023-09-29,1.1538,1.2199,9.5555,182.224
2023-10-02,1.1535,1.2087,9.4669,181.134
2023-10-03,1.1537,1.2077,9.4587,179.976
2023-10-04,1.1552,1.2135,9.5014,180.973
2023-10-05,1.1556,1.2192,9.5478,181.067
2023-10-06,1.156,1.2237,9.5831,182.73
2023-10-09,1.1581,1.2238,9.5814,181.74
2023-10-10,1.1585,1.2287,9.6068,182.715
2023-10-11,1.1595,1.2313,9.6287,183.674
2023-10-12,1.1563,1.2175,9.5254,182.39
2023-10-13,1.1556,1.2143,9.5024,181.628
2023-10-16,1.1569,1.2217,9.5497,182.671
2023-10-17,1.1518,1.2183,9.5322,182.529
2023-10-18,1.1522,1.214,9.5061,182.021
2023-10-19,1.1475,1.2144,9.4994,181.903
2023-10-20,1.1482,1.2164,9.5171,182.289
2023-10-23,1.1481,1.2249,9.5826,183.38
2023-10-24,1.1482,1.216,9.5138,182.296
2023-10-25,1.1462,1.2112,9.4738,181.954
2023-10-26,1.1483,1.2129,9.4845,182.397
2023-10-27,1.1474,1.2122,9.4801,181.379
2023-10-30,1.1464,1.217,9.5168,181.447
2023-10-31,1.149,1.2153,9.5051,184.356
2023-11-01,1.1496,1.2152,9.5072,183.436
2023-11-02,1.1488,1.2203,9.549,183.598
2023-11-03,1.1539,1.238,9.6868,184.934
2023-11-06,1.1518,1.2344,9.6537,185.245
2023-11-07,1.1495,1.23,9.618,184.96
2023-11-08,1.1471,1.2285,9.6003,185.47
2023-11-09,1.1457,1.2223,9.5443,184.996
2023-11-10,1.1442,1.2227,9.5479,185.251
2023-11-13,1.1478,1.2279,9.587,186.297
2023-11-14,1.1489,1.2499,9.7556,187.963
2023-11-15,1.1446,1.2416,9.6927,187.951
2023-11-16,1.1439,1.2414,9.684,187.122
2023-11-17,1.1418,1.2462,9.7155,186.456
2023-11-20,1.1431,1.2505,9.7458,185.556
2023-11-21,1.1492,1.2539,9.775,186.067
2023-11-22,1.1474,1.2494,9.7414,186.84
2023-11-23,1.1493,1.2534,9.7752,187.459
2023-11-24,1.1525,1.2603,9.8208,188.339
2023-11-27,1.1529,1.2627,9.8383,187.755
2023-11-28,1.1547,1.2694,9.8976,187.211
2023-11-29,1.1573,1.2695,9.9079,186.927
2023-11-30,1.1594,1.2624,9.8594,187.083
2023-12-01,1.168,1.271,9.9326,186.617
2023-12-04,1.1658,1.2633,9.8736,185.973
2023-12-05,1.1665,1.2595,9.8494,185.349
2023-12-06,1.1668,1.256,9.811,185.025
2023-12-07,1.1667,1.2594,9.8386,181.522
2023-12-08,1.1657,1.2549,9.7989,181.905
2023-12-11,1.1664,1.2555,9.7999,183.506
2023-12-12,1.1638,1.2563,9.8104,182.736
2023-12-13,1.1602,1.2618,9.856,180.295
2023-12-14,1.1613,1.2767,9.9669,181.132
2023-12-15,1.1637,1.2681,9.8938,180.254
2023-12-18,1.1578,1.2648,9.8596,180.584
2023-12-19,1.1595,1.2732,9.93,183.134
2023-12-20,1.155,1.2639,9.8675,181.443
2023-12-21,1.1525,1.269,9.9103,180.321
2023-12-22,1.1533,1.2701,9.9179,180.84
2023-12-25,1.1527,1.269,9.91,180.68
2023-12-26,1.1523,1.2725,9.9354,181.203
2023-12-27,1.1524,1.2798,9.9946,181.523
2023-12-28,1.1511,1.2733,9.9482,180.057
2023-12-29,1.1535,1.2731,9.9449,179.557
2024-01-01,1.1523,1.2727,9.9417,
2024-01-02,1.1533,1.2617,9.8618,179.142
2024-01-03,1.1596,1.2665,9.8878,181.482
2024-01-04,1.1587,1.2682,9.9035,183.428
2024-01-05,1.1624,1.272,9.9354,183.952
2024-01-08,1.1642,1.2748,9.9522,183.873
2024-01-09,1.1627,1.271,9.9346,183.633
2024-01-10,1.1612,1.2742,9.9637,185.729
2024-01-11,1.163,1.276,9.9776,185.4
2024-01-12,1.1644,1.2753,9.9731,184.668
2024-01-15,1.1623,1.2727,9.9577,185.486
2024-01-16,1.1619,1.2637,9.8897,186.001
2024-01-17,1.1648,1.2676,9.9136,187.814
2024-01-18,1.1683,1.2706,9.938,188.259
2024-01-19,1.1657,1.2703,9.9316,188.156
2024-01-22,1.1678,1.2709,9.9354,188.227
2024-01-23,1.169,1.2687,9.9243,188.228
2024-01-24,1.1691,1.2726,9.9492,187.716
2024-01-25,1.1716,1.2708,9.9352,187.648
2024-01-26,1.1703,1.2703,9.9261,188.193
2024-01-29,1.1732,1.2709,9.9306,187.459
2024-01-30,1.171,1.27,9.9286,187.454
2024-01-31,1.1728,1.2688,9.9191,186.418
2024-02-01,1.1722,1.2744,9.9654,186.603
2024-02-02,1.1709,1.2631,9.8808,187.421
2024-02-05,1.1669,1.2536,9.8057,186.386
2024-02-06,1.1714,1.2598,9.8548,186.382
2024-02-07,1.1722,1.2626,9.8734,187.103
2024-02-08,1.1707,1.2617,9.8686,188.395
2024-02-09,1.171,1.2628,9.8757,188.535
2024-02-12,1.1723,1.2629,9.8708,188.603
2024-02-13,1.176,1.2592,9.8466,189.906
2024-02-14,1.1713,1.2566,9.8249,189.219
2024-02-15,1.1696,1.26,9.8526,188.911
2024-02-16,1.1692,1.2602,9.8559,189.269
2024-02-19,1.1686,1.2594,9.8512,189.09
2024-02-20,1.1679,1.2623,9.872,189.346
2024-02-21,1.1681,1.2638,9.8836,189.944
2024-02-22,1.1698,1.266,9.9033,190.579
2024-02-23,1.1712,1.2672,9.9144,190.745
2024-02-26,1.169,1.2685,9.9253,191.173
2024-02-27,1.1698,1.2685,9.925,190.923
2024-02-28,1.1682,1.2662,9.911,190.8
2024-02-29,1.1683,1.2625,9.8835,189.336
2024-03-01,1.1675,1.2655,9.9056,189.97
2024-03-04,1.1692,1.2692,9.9305,191.057
2024-03-05,1.1703,1.2705,9.9405,190.641
2024-03-06,1.1681,1.2731,9.9629,190.183
2024-03-07,1.1699,1.2809,10.0168,189.628
2024-03-08,1.1753,1.2858,10.0561,189.088
2024-03-11,1.1729,1.2814,10.0227,188.292
2024-03-12,1.1708,1.2793,10.0093,188.918
2024-03-13,1.169,1.2797,10.0119,189.089
2024-03-14,1.1718,1.2753,9.9765,189.165
2024-03-15,1.1697,1.2736,9.9613,189.829
2024-03-18,1.1708,1.2729,9.9531,189.864
2024-03-19,1.1708,1.2722,9.9526,191.92
2024-03-20,1.1706,1.2785,10.0019,193.398
2024-03-21,1.1657,1.2658,9.9002,191.921
2024-03-22,1.1655,1.2601,9.8556,190.77
2024-03-25,1.166,1.2636,9.8844,191.336
2024-03-26,1.1659,1.2628,9.8799,191.392
2024-03-27,1.1675,1.264,9.8897,191.159
2024-03-28,1.1701,1.2624,9.8798,191.04
2024-03-29,1.1697,1.2623,9.8792,191.029
2024-04-01,1.1683,1.2552,9.8223,190.344
2024-04-02,1.1679,1.2578,9.8466,190.621
2024-04-03,1.1677,1.2652,9.9054,191.931
2024-04-04,1.1666,1.2642,9.8971,191.333
2024-04-05,1.1661,1.2638,9.8946,191.612
2024-04-08,1.1653,1.2655,9.9109,192.131
2024-04-09,1.1678,1.2678,9.9274,192.411
